sparsity	ssl_resnet18	skresnet18	resnet18
0.9	0.10759999603033066	0.11719999462366104	0.09999999403953552
0.9	0.5568000078201294	0.5770999789237976	0.3328000009059906
0.8911	0.72079998254776	0.6998999714851379	0.2175000011920929
0.8822	0.7554999589920044	0.8004999756813049	0.7512999773025513
0.8733000000000001	0.8105999827384949	0.8122999668121338	0.722000002861023
0.8644000000000001	0.8161999583244324	0.8473999500274658	0.8155999779701233
0.8555	0.8316999673843384	0.8280999660491943	0.8452000021934509
0.8466	0.8247999548912048	0.8734999895095825	0.8538999557495117
0.8377	0.8133999705314636	0.8434999585151672	0.8263999819755554
0.8288	0.8529999852180481	0.8454999923706055	0.8488999605178833
0.8199000000000001	0.8100999593734741	0.8547999858856201	0.8271999955177307
0.811	0.8342999815940857	0.8738999962806702	0.8348000049591064
0.8021	0.8384000062942505	0.8608999848365784	0.8725999593734741
0.7932	0.8476999998092651	0.8562999963760376	0.8465999960899353
0.7843	0.8317999839782715	0.8554999828338623	0.866599977016449
0.7754	0.7817999720573425	0.8648999929428101	0.8628999590873718
0.7665	0.8527999520301819	0.8662999868392944	0.8500999808311462
0.7576	0.8651999831199646	0.8661999702453613	0.8657000064849854
0.7487	0.857699990272522	0.8684999942779541	0.8414999842643738
0.7398	0.8608999848365784	0.8812999725341797	0.8697999715805054
0.7309	0.8482999801635742	0.8664999604225159	0.8600999712944031
0.722	0.8660999536514282	0.8888999819755554	0.8143999576568604
0.7131000000000001	0.8657999634742737	0.8657999634742737	0.8251000046730042
0.7042	0.848800003528595	0.8938999772071838	0.8743000030517578
0.6953	0.8233000040054321	0.8700000047683716	0.8707000017166138
0.6864	0.8762999773025513	0.887999951839447	0.8610999584197998
0.6775	0.8515999913215637	0.8965999484062195	0.8855999708175659
0.6686	0.8409000039100647	0.880899965763092	0.8791999816894531
0.6597	0.8402999639511108	0.892799973487854	0.8794999718666077
0.6508	0.8575999736785889	0.9000999927520752	0.8971999883651733
0.6419	0.8398999571800232	0.8776999711990356	0.9001999497413635
0.633	0.840499997138977	0.8828999996185303	0.8991000056266785
0.6241000000000001	0.8537999987602234	0.8691999912261963	0.8922999501228333
0.6152	0.8590999841690063	0.8939999938011169	0.8715999722480774
0.6063000000000001	0.8878999948501587	0.854200005531311	0.8737999796867371
0.5973999999999999	0.8772000074386597	0.8998000025749207	0.8913999795913696
0.5885	0.8321999907493591	0.8938999772071838	0.8985999822616577
0.5796	0.8540999889373779	0.898099958896637	0.8782999515533447
0.5707	0.8718999624252319	0.8886999487876892	0.8984999656677246
0.5618000000000001	0.8729999661445618	0.8833000063896179	0.8908999562263489
0.5529	0.8644999861717224	0.8925999999046326	0.8844999670982361
0.544	0.8917999863624573	0.8887999653816223	0.8276999592781067
0.5351	0.8801999688148499	0.8959999680519104	0.8960999846458435
0.5262	0.8794999718666077	0.8894999623298645	0.9009000062942505
0.5173000000000001	0.8675000071525574	0.880899965763092	0.8852999806404114
0.5084	0.871399998664856	0.8896999955177307	0.9017999768257141
0.4995	0.8721999526023865	0.8865999579429626	0.9143999814987183
0.4906	0.8434999585151672	0.8937000036239624	0.9003999829292297
0.4817	0.8723999857902527	0.9014999866485596	0.8902999758720398
0.47280000000000005	0.8628999590873718	0.9067999720573425	0.8934999704360962
0.46390000000000003	0.8930000066757202	0.8872999548912048	0.9006999731063843
0.455	0.882099986076355	0.8951999545097351	0.8855999708175659
0.4461	0.8761000037193298	0.8800999522209167	0.9019999504089355
0.4372	0.8782999515533447	0.8883000016212463	0.887499988079071
0.4283	0.8853999972343445	0.9104999899864197	0.8691999912261963
0.4194	0.8824999928474426	0.8887999653816223	0.9080999493598938
0.4105	0.8789999485015869	0.9034000039100647	0.9002999663352966
0.40159999999999996	0.8923999667167664	0.9032999873161316	0.8966999650001526
0.39270000000000005	0.8854999542236328	0.8973000049591064	0.8776999711990356
0.38380000000000003	0.8880999684333801	0.9098999500274658	0.8986999988555908
0.3749	0.8886999487876892	0.904699981212616	0.8983999490737915
0.366	0.87909996509552	0.8919000029563904	0.9075999855995178
0.3571	0.8973999619483948	0.9154999852180481	0.8967999815940857
0.34820000000000007	0.8949999809265137	0.8974999785423279	0.9070999622344971
0.33930000000000005	0.8956999778747559	0.9010999798774719	0.8934999704360962
0.3304	0.8970999717712402	0.903499960899353	0.9129999876022339
0.3215	0.8716999888420105	0.9174999594688416	0.9177999496459961
0.3126	0.9034000039100647	0.9134999513626099	0.8991999626159668
0.30369999999999997	0.8869999647140503	0.9083999991416931	0.898099958896637
0.29479999999999995	0.8777999877929688	0.9108999967575073	0.9170999526977539
0.28590000000000004	0.8876999616622925	0.8971999883651733	0.9066999554634094
0.277	0.9014999866485596	0.920799970626831	0.9081999659538269
0.2681	0.9079999923706055	0.8955000042915344	0.9140999913215637
0.2592	0.9113999605178833	0.9199000000953674	0.9176999926567078
0.2503000000000001	0.8989999890327454	0.9222999811172485	0.9157999753952026
0.24140000000000006	0.8996999859809875	0.9174000024795532	0.9115999937057495
0.23250000000000004	0.9003999829292297	0.9143999814987183	0.9208999872207642
0.22360000000000002	0.91239994764328	0.9241999983787537	0.920699954032898
0.2147	0.8966999650001526	0.9211999773979187	0.9236999750137329
0.20579999999999998	0.9092999696731567	0.8939999938011169	0.9194999933242798
0.19689999999999996	0.914900004863739	0.8787999749183655	0.9214999675750732
0.18799999999999994	0.8998000025749207	0.925599992275238	0.9194999933242798
0.17909999999999993	0.917199969291687	0.9143999814987183	0.9229999780654907
0.17020000000000002	0.9104999899864197	0.9174000024795532	0.92249995470047
0.1613	0.915399968624115	0.9176999926567078	0.9287999868392944
0.1524000000000001	0.9140999913215637	0.9054999947547913	0.9244999885559082
0.14350000000000007	0.9228000044822693	0.9156999588012695	0.9220999479293823
0.13460000000000005	0.902899980545044	0.8646999597549438	0.9140999913215637
0.12570000000000003	0.9120000004768372	0.8700000047683716	0.9190999865531921
0.11680000000000001	0.9068999886512756	0.9124999642372131	0.92249995470047
0.1079	0.9114999771118164	0.8772000074386597	0.9251999855041504
0.09899999999999998	0.8023999929428101	0.8937999606132507	0.9158999919891357
0.09009999999999996	0.8496999740600586	0.7803999781608582	0.9157999753952026
0.08119999999999994	0.8639999628067017	0.7008000016212463	0.9194999933242798
0.07229999999999992	0.8297999501228333	0.8155999779701233	0.9111999869346619
0.06340000000000001	0.8894999623298645	0.5015000104904175	0.9095999598503113
0.054500000000000104	0.8046000003814697	0.5472999811172485	0.8899999856948853
0.045600000000000085	0.5977999567985535	0.12709999084472656	0.861799955368042
0.036700000000000066	0.8209999799728394	0.12999999523162842	0.820099949836731
0.027800000000000047	0.6223999857902527	0.18289999663829803	0.7462999820709229
0.018900000000000028	0.28029999136924744	0.09699999541044235	0.5008999705314636
